"	192",柳林,2017-09-05,0.7,0.5,21:53
"	192",柳林,2017-09-06,32.3,8.8,17:45
"	192",柳林,2017-09-07,1,0.5,2:46
"	192",柳林,2017-09-08,,,
"	192",柳林,2017-09-09,,,
"	192",柳林,2017-09-10,,,
"	192",柳林,2017-09-11,74.4,19,9:38
"	192",柳林,2017-09-12,,,
"	192",柳林,2017-09-13,,,
"	192",柳林,2017-09-14,,,
"	192",柳林,2017-09-15,,,
"	192",柳林,2017-09-16,,,
"	192",柳林,2017-09-17,,,
"	192",柳林,2017-09-18,,,
"	192",柳林,2017-09-19,,,
"	192",柳林,2017-09-20,,,
"	192",柳林,2017-09-21,,,
"	192",柳林,2017-09-22,,,
"	192",柳林,2017-09-23,,,
"	192",柳林,2017-09-24,,,
"	192",柳林,2017-09-25,,,
"	192",柳林,2017-09-26,,,
"	192",柳林,2017-09-27,8.2,1.5,3:48
"	192",柳林,2017-09-28,,,
"	192",柳林,2017-09-29,,,
"	192",柳林,2017-09-30,,,
"	192",柳林,2017-10-01,25.3,6.6,22:38
"	192",柳林,2017-10-02,37.4,19.3,1:02
"	192",柳林,2017-10-03,10.8,10.2,20:14
"	192",柳林,2017-10-04,,,
"	192",柳林,2017-10-05,2.9,0.9,22:24
"	192",柳林,2017-10-06,7.8,1.6,10:35
"	192",柳林,2017-10-07,0,0,
"	192",柳林,2017-10-08,,,
"	192",柳林,2017-10-09,,,
"	192",柳林,2017-10-10,,,
"	192",柳林,2017-10-11,,,
"	192",柳林,2017-10-12,18.6,3.6,18:13
"	192",柳林,2017-10-13,,,
"	192",柳林,2017-10-14,,,
"	192",柳林,2017-10-15,2.8,1.5,4:39
"	192",柳林,2017-10-16,,,
"	192",柳林,2017-10-17,,,
"	192",柳林,2017-10-18,0,0,
"	192",柳林,2017-10-19,,,
"	192",柳林,2017-10-20,,,
"	192",柳林,2017-10-21,,,
"	192",柳林,2017-10-22,,,
"	192",柳林,2017-10-23,,,
"	192",柳林,2017-10-24,0.1,0.1,
"	192",柳林,2017-10-25,,,
"	192",柳林,2017-10-26,,,
"	192",柳林,2017-10-27,,,
"	192",柳林,2017-10-28,,,
"	192",柳林,2017-10-29,,,
"	192",柳林,2017-10-30,,,
"	192",柳林,2017-10-31,,,
"	192",柳林,2017-11-01,,,
"	192",柳林,2017-11-02,,,
"	192",柳林,2017-11-03,,,
"	192",柳林,2017-11-04,,,
"	192",柳林,2017-11-05,,,
"	192",柳林,2017-11-06,,,
"	192",柳林,2017-11-07,,,
"	192",柳林,2017-11-08,,,
"	192",柳林,2017-11-09,,,
"	192",柳林,2017-11-10,,,
"	192",柳林,2017-11-11,,,
"	192",柳林,2017-11-12,,,
"	192",柳林,2017-11-13,,,
"	192",柳林,2017-11-14,,,
"	192",柳林,2017-11-15,,,
"	192",柳林,2017-11-16,,,
